Encounter,Year ,Month,Date,Manta Individual,Ided by,Name,ID Shot?,Sex,Age Class,Pigmentation,Latitude,Longitude,Time Observed,Water Depth (ft),Water Depth (m),Water Temperature (°F),Water Temperature (°C),Dissolved Oxygen (mg/L),Salinity (ppt),Habitat,Disc Width (ft),Disc Width (m),How Disc Width Measured,Encounter Length (minutes),Behavioral Index,Behavior,Feeding,Somersault/Barrel Roll,Travel Direction,Tide,Within 1 km of inlet,Tide Chart Used,Distance to Closest Inlet (km),Which Inlet,Distance to Closest Pier/Jetty,Which Pier,Within 1 km of Pier or Inlet,New Fishing Gear,Fishing Gear Location,Old Fishing Gear Present,2nd Fishing Gear Location,New Injury?,Injury Location,Injury Cause,Recent?,More Injuries?,Associated Species Analysis,Acoustic Tag,Satellite Tag,Genetic Sample,Mucous Sample,Zooplankton Sample,Dorsal Photo,Ventral Photo,Adopted/Named By,Notes,MM Encounter,Verfied,Resting T/F,Feeding T/F
800,2023,Dec,12/4/2023,162,FMP Survey,,Yes,Male,Immature,Normal,26.549990,-80.039350,13:48,9.9,3,78.8,26,,,Sand,,,Not Estimated,6,2,Unclear,,,South,High,Yes,BBI,0.6,BBI,0.6,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,No,No,No,No,No,No,Yes,Yes,,Found Manta 162 at 13:48 near beach swimming south. JP got ID photo and left at 13:54.,96dae46e-9462-4ff9-952d-a7d96bbfaf71,OR 2/20/24,0,0
801,2023,Dec,12/4/2023,163,FMP Survey,,Yes,Male,Immature,Normal,26.573980,-80.034860,14:18,20.2,6.2,78.6,25.9,,,Sand,,,Not Estimated,11,2,Unclear,,,Not Recorded,High,No,BBI,3.3,BBI,3.3,BBI,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Fishing Line,Recent,,No,No,No,No,No,No,Yes,Yes,,Found Manta 163 at 14:18. JP got ID shot. Can see injury from where hook recently pulled out on leading edge of pectoral fin. Manta was swimming in a kind of jerky manner. Manta upside down swam for a few minutes and when leaving got spooked by JP. Left at 14:27.,e5d4d3b6-768f-4842-869d-986b95a54b8e,OR 2/20/24,0,0
,2023,Dec,12/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Dec,12/5/2023,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,2023,Dec,12/29/23,137,FMP Survey,,Yes,Female,Unknown,Normal,26.550960,-80.040700,9:09,10.7,3.3,74.3,23.5,,,Sand,,,Field Estimation,9.5,2,Traveling,,,South,Flood,Yes,BBI,0.7,BBI,0.7,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,Yes,No,No,No,No,Yes,Yes,,Found Manta 137 at 9:09 swimming south north of BBI nearshore. BT got ID and some photos. Left at 9:30 swimming north. Acoustic tag has algal fouling.,055074dd-c72e-40f7-b29d-ff4e759557de,OR 2/20/24,0,0
,2024,May,5/9/2024,180,FMP Survey,,Yes,Female,Unknown,Normal,25.899140,-80.119180,10:25,17.2,5.2,79.8,26.6,,,Sand,7,2.1,Field Estimation,50,1,Unclear,,,West,High,Yes,Haulover Pier,0.1,Haulover ,0.1,Haulover,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 180 at 10:25 just east of south jetty of Haulover inlet. Manta was originally heading towards inlet and then circled at mouth of inlet. JP got in, manta super skittish. Cop stopped us in middle of interaction to ask what we were doing. Having troulble getting near manta for drop. Got one good drop in front of manta and Jess couldn't get out of manta's way and manta rammed into her- but she got ID shot. Left manta at 11:15 because unable to get close and wanted to leave manta alone. Manta very small, no injuries.", e4acd8a8-1d8f-4af2-b672-6480653dc811,OR 12/6/24,0,0
,2024,June,6/15/2024,181,FMP Survey,,Yes,Male,Immature,Normal,26.483120,-80.050650,17:01,18.9,5.8,81.3,27.38,,,Sand,7,,Field Estimation,19,1,Traveling,,,South,High,No,BBI,6.9,BBI,4.3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta at 17:01 travelling rapidly south. Was initially avoidant. Flipped upside down for BT for ~5 minutes. BT estimated disc width 7 ft. Left Manta at 17:20.,,OR 12/6/24,0,1
,2024,June,6/16/2024,162,FMP Survey,Harvey,Yes,Male,Immature,Normal,26.583550,-80.035610,9:26,5,,80.8,27.11,,,Sand,,2.8,Drone Estimation,29,1,Traveling,,,North,Low,No,LWP,4.3,BBI,3.2,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 162 at 9:26 traveling north. Traveled north through swim zone. Was initialy avoidant of BT but then upside down flipped. Left Manta at 9:55 at 26.58355	-80.03561.,,OR 12/6/24,0,1
,2024,June,6/16/2024,182,FMP Survey,,Yes,Male,Immature,Normal,26.464100,-80.055200,10:33,9.5,2.89,81.1,27.27,,,Sand,,2.2,Drone Estimation,27,1,Feeding,Bottom,Yes,None,Ebb,No,BBI,9,BBI,9,BBI,No,No,N/A,N/A,N/A,Yes,Dorsal,Unknown,Recent,,,No,No,No,No,No,Yes,Yes,,Found Manta 182 at 10:33 feeding in front of public beach in Delray. BT observed 2 barrel rolls from the drone. Manta was feeding next to beach on the bottom. Manta was avoidant and took JP multiple tries to get ID shot. Left manta at 11:00. Injury on dorsum- starts with deeper injury between shoulder patches follwed by a long scratch. Possible boat strike- but uncertain. Small circular scar on right dorsal pec fin.,,OR 12/6/24,0,1
,2024,June,6/24/2024,183,FMP Survey,,Yes,Male,Immature,Normal,26.454740,-80.054710,9:10,20.7,6.3,83,28.33,,,Sand,7.5,,Field Estimation,38,1,Feeding,Near Surface,No,None,Flood,No,BBI,10,BBI,10,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 183 at 9:10 feeding just under the surface at the south end of Delray Beach.  OR and BT in multiple times to get ID shot. BT estimated DW 7-8 ft. Manta has dark mouth and shading. Lost at 9:48.,,OR 12/9/24,0,1
,2024,June,6/25/2024,,FMP Survey,,No,Unknown,Unknown,Normal,26.485480,-80.049650,9:07,23.3,7.1,83.1,28.38,,,Sand,7.5,,Field Estimation,28,1,Feeding,Near Surface,No,None,Flood,No,BBI,6.6,BBI,6.6,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 184 at 9:07 feeding near the surface. Manta super avoidant and unable to get great ID shot or determine sex (though I think its female). Stopped feeding and began swimming east. Lost in over 50 ft of water at 9:35. Originally called this manta 184. But upon seeing manta on 8-8-24 decided that this photo wasn't good enough for an ID shot.,,OR 12/9/24,0,0
,2024,June,6/25/2024,182,FMP Survey,,Yes,Male,Immature,Normal,26.448150,-80.056470,10:09,14.2,4.32,83.4,28.55,,,Sand,7.5,,Field Estimation,28,1,Feeding,Bottom,No,None,Flood,No,BBI,10.8,BBI,10.8,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 182 at 10:09 feeding on bottom, making sharp 180 deg turns. Manta very skittish and avoidant of divers. Left Manta at 10:37 (26.43763, -80.05653). Injury on dorsal healing.",,OR 12/9/24,0,0
,2024,June,6/27/2024,140,FMP Survey,Cricket,Yes,Female,Unknown,Normal,26.998180,-80.085550,9:25,12.5,3.81,81.2,27.33,,,Sand,,2.6,Laser Photogrammetry,26,2,Traveling,,,South,Flood,No,JI,6.2,BBI,6.2,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 140 at 9:25 traveling south. Very relaxed. BT measured with laser. Injuries all healed. Left at 9:51 still heading south at 26.99319	-80.08368.,,OR 12/9/24,0,1
,2024,June,6/27/2024,137,FMP Survey,Lizard,Yes,Female,Unknown,Normal,27.051150,-80.105990,10:17,8.9,2.71,82.8,28.22,,,Sand,,2.7,Laser Photogrammetry,29,2,Traveling,,,South,Flood,No,JI,12.4,JI,12.4,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,Yes,No,No,No,No,Yes,Yes,,"Found Manta 137 at 10:17 traveling south. Acoustic tag still on but fouled very badly. BT pulled tag off after a few attempts and measured with lasers. BT estimated disc width at 10 ft.  Left Lizard at 10:46 (27.042621,-80.09508).",,OR 12/9/24,0,1
,2024,June,6/28/2024,185,FMP Survey,,Yes,Male,Immature,Normal,26.879910,-80.049530,8:20,10.3,3.13,82.6,28.11,,,Sand,,2.5,Drone Estimation,59,1,Feeding,Bottom/Near Surface,No,South,Low,No,JI,7.3,JI,7.3,JI,No,Yes,Ventral Pectoral,No,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 185 at 8:20 very close to shore. Appears to be feeding on bottom and just sub-surface. Fishing line wrapped around left cephalic and pectoral fin. BT was able to cut most of trailing line, one of the body wrapped lines and leader. 9:19 left manta (26.86418,-80.04667). Manta consistently moving south. BT estimated DW at 8 ft. 6/29/24 identified that hook was attahced to leading ventral edge of left pec fin",,OR 12/9/24,0,1
,2024,June,6/28/2024,171,FMP Survey,,Yes,Male,Immature,Normal,27.045370,-80.103910,10:17,3.6,1.09,83.4,28.55,,,Sand,,2.7,Drone Estimation,42,3,Feeding,Bottom,No,North,Flood,No,JI,11.8,JI,11.8,JI,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Fishing Line,Healed,,,No,No,Yes,No,No,Yes,Yes,,"Found Manta 171 found at 10:17 feeeding near beach. Manta was intially neutral to divers, then became interactive slowly swimming with divers. BT got biospy (vial #29). Left manta at 10:59 heading north at 27.05723, -80.10422. Everyone able to get in with manta. Notches on trailing edge of pectoral fin appears to from former fishing line entanglement",,OR 12/9/24,0,1
,2024,June,6/28/2024,186,FMP Survey,Churro,Yes,Male,Immature,Normal,27.068830,-80.114010,11:07,6.3,1.92,83.5,28.61,,,Sand,,2.4,Drone Estimation,28,1,Feeding,Near Surface,No,South,Flood,No,Seminole Shores,11.3,SLI,11.3,SLI,No,No,N/A,N/A,N/A,Yes,Ventral,Unknown,Recent,,,No,No,No,No,No,Yes,Yes,,"Found Manta 186 feeding at north end HS Public Beach. Very skittish, took multiple tries to get ID shot. BT estimated DW as 7 ft. Umbilical scar visible. Injury to right of pelvic fins- ~6"" slice, still some red tissue. Left at 11:35 at 27.0767, -80.11702.",,OR 12/9/24,0,1
,2024,June,6/29/2024,185,FMP Survey,,Yes,Male,Immature,Normal,26.832970,-80.039320,7:49,4.8,1.46,83,28.33,,,Sand,,2.6,Drone Estimation,19,1,Feeding,Bottom,No,None,Ebb,No,LWI,6.8,LWI,6.8,LWI,No,No,N/A,Yes,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 185 at 7:49 feeding on bottom at north end of McAP. Very skittish, difficult for BT to get ID shot. BT estimated DW at 8ft. Yellow line hooked into leading edge of left pectoral fin, trailing line is about 6 ft long. Manta was too skittish to try and remove more line. Left manta at 8:08.",,OR 12/9/24,0,0
 ,2024,June,6/29/2024,187,FMP Survey,,Yes,Male,Immature,Normal,27.082550,-80.118810,9:12,11.1,3.38,82.6,28.11,,,Sand,,2.5,Drone Estimation,88,1,Feeding,Bottom,No,South,Low,No,Seminole Shores,9.7,SLI,9.7,SLI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 187 at 9:12 feeding on bottom. JP missed ID shot but saw two grey blotches. Lost at 9:23. JP estimated DW at 7-8 ft. Found again at 10:32 (27.08858,-80.12033), feeding a little bit, still very skittish but BT go ID shot. He estimated DW at 9 ft. Left at 10:40.",,OR 12/9/24,0,1
,2024,June,6/29/2024,167,FMP Survey,,Yes,Male,Immature,Normal,27.084620,-80.119980,9:29,11.9,3.62,82.6,28.11,,,Sand,,2.3,Laser Photogrammetry,33,3,Unclear,,,Not Recorded,Low,No,Seminole Shores,9.4,SLI,9.4,SLI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,Yes,No,No,No,Yes,Yes,,"Found Manta 167 at 9:29. Initially tried to get ID without drone and thought there were two mantas but it was a manta and an eagle ray. JP got ID shot. BT in- manta flipped over and measured with laser. BT sat tagged on right side at 9:53 (23P1896, 254864) and pulled on tag- in good! Manta was initially neutral to divers but became interactive. Super calmly swimming around while everyone in. Left manta at 10:02.",,OR 12/9/24,0,0
,2024,June,6/29/2024,186,FMP Survey,Churro,Yes,Male,Immature,Normal,27.087300,-80.119460,10:13,13.8,4.2,82.8,28.22,,,Sand,7.5,,Field Estimation,13,1,Feeding,Bottom,No,Not Recorded,Flood,No,Seminole Shores,9.2,SLI,9.2,SLI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 186 at 10:13. Feeding on bottom initially but skittish. Bryant got faraway ID shot, estimated DW at 7-8 ft. Left Manta at 10:26.",,OR 12/9/24,0,1
,2024,July,7/1/2024,169?,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/1/2024,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/2/2024,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/3/2024,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/5/2024,162,FMP Survey,Harvey,Yes,Male,Immature,Normal,26.545140,-80.038190,8:35,19.3,5.9,84.8,29.3,,,Sand,8,,Field Estimation,15,1,Traveling,,,North,Flood,Yes,BBI,0.3,BBI,0.3,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 162 at 8:35 traveling north outside BBI. Was skittish at first then flipped over. All Turffs family got in. BT estimated DW at 8 ft. Left at 8:50.,,OR 12/9/24,0,1
,2024,July,7/5/2024,188,FMP Survey,,Yes,Male,Immature,Normal,26.596640,-80.036020,11:06,2.6,0.79,86.7,30.38,,,Sand,,2.5,Drone Estimation,40,1,Feeding,Bottom?,No,None,Ebb,No,LWP,5.8,BBI,1.8,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 188 at 11:06 feeding nearshore in extremely shallow (less than 3ft). Manta was very skittish. JP/BT estimated DW at 7 ft. Left at 11:46.,,OR 12/9/24,0,0
,2024,July,7/5/2024,178,FMP Survey,,Yes,Male,Immature,Normal,26.605190,-80.035630,11:44,4.3,1.31,85.9,29.94,,,Sand,8.5,,Field Estimation,56,1,Feeding,Bottom?,No,North,Ebb,No,LWP,6.7,BBI,0.8,LWP,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 178 at 11:44 feeding inshore in shallow water. JP missed ID shot on first 3 attempts. Briefly lost manta and found again by LWP in the swim area. Finally got ID shot. JP estimated DW at 8-9ft. Left manta at LWP at 12:40.,,OR 12/9/24,0,1
,2024,July,7/8/2024,189,FMP Survey,,Yes,Male,Immature,Normal,26.559280,-80.040040,8:41,5.5,1.67,83.9,28.83,,,Hardbottom,,2.2,Laser Photogrammetry,44,1,Traveling,,,South,Flood,No,BBI,1.6,BBI,1.6,BBI,No,No,N/A,N/A,N/A,Yes,Dorsal,Unknown,Recent,,,No,No,No,No,No,Yes,Yes,,Found Manta 189 at 8:41 quickly traveling south. Manta was skittish but BT got ID shot and measured with lasers. Left manta at 9:25. Manta had strange injury to left of dorsal fin- appears to be from a pulled out tag. Asked Eric's group about possible tags and they didn't claim it. Don't know what injury could be from.,,OR 12/9/24,0,1
,2024,July,7/8/2024,190,FMP Survey,,Yes,Female,Unknown,Normal,26.534590,-80.044580,9:27,6.4,1.95,84,28.88,,,Sand,,2.9,Drone Estimation,35,1,Feeding,Bottom,No,None,Flood,No,BBI,1.2,BBI,1.2,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 190 at 9:27 feeding inshore in shallow water (3-4ft). Took many attempts to get ID shot, skittish. Left at 10:02 (26.53857	-80.0434). Field estimation of disc width was 8ft.",,OR 12/9/24,0,1
,2024,July,7/8/2024,169,FMP Survey,,Yes,Male,Immature,Normal,26.538950,-80.043640,10:37,6.8,2.07,84.4,29.11,,,Sand,9,,Field Estimation,125,1,Feeding,Bottom,No,None,Flood,Yes,BBI,0.7,BBI,0.7,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 169 at 10:37 feeding on bottom. Multiple mantas feeding north and south of BBI. Did not take good notes about which mantas were when and where. Left all mantas at 12:42.,,OR 12/9/24,0,1
,2024,July,7/8/2024,178,FMP Survey,,Yes,Male,Immature,Normal,26.540400,-80.043110,11:05,7.7,2.34,84.5,29.16,,,Sand,,,Not Estimated,97,1,Feeding,Bottom,No,None,High,No,BBI,0.5,BBI,0.5,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,No,Yes,,Found Manta 178 at 11:05 feeding on bottom. Multiple mantas feeding north and south of BBI. Did not take good notes about which mantas were when and where. Left all mantas at 12:42. Behavior not written down- but inferred photos being far away.,,OR 12/10/24,0,0
,2024,July,7/8/2024,174,FMP Survey,,Yes,Male,Immature,Normal,26.547250,-80.038530,12:05,14.6,4.45,85.1,29.5,,,Sand,,,Not Estimated,37,2,Feeding,Bottom,No,None,High,Yes,BBI,0.4,BBI,0.4,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,No,Yes,,Found Manta 174 at 12:05 feeding on bottom. Multiple mantas feeding north and south of BBI. Did not take good notes about which mantas were when and where. Left all mantas at 12:42. ,,OR 12/10/24,0,0
,2024,July,7/9/2024,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/9/2024,,Drone Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024,July,7/10/2024,169,FMP Survey,,Yes,Male,Immature,Normal,26.555990,-80.039950,8:36,10.1,3.07,83.8,28.77,,,Sand,,2.5,Drone Estimation,22,1,Traveling,,,South,Low,No,BBI,1.3,BBI,1.3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,Yes,No,No,Yes,Yes,,"Found Manta 169 at 8:36 traveling south north of BBI. BT got ID shot and got biopsy on left side (#30). Left at 8:58 at 26.54998, -80.03887. Manta skittish, but not swimming away super fast, just staying out of reach",,OR 12/10/24,0,1
,2024,July,7/10/2024,174,FMP Survey,,Yes,Male,Immature,Normal,26.537420,-80.042760,9:10,10.6,3.23,83.9,28.83,,,Sand,,2.3,Drone Estimation,120,1,Traveling,,,North,Low,Yes,BBI,0.8,BBI,0.8,BBI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,Yes,No,No,Yes,Yes,,"Found Manta 174 at 9:10 traveling north south of BBI. Got ID and biopsy on left side (#31). Estimated DW at 9 ft. Left Manta at 9:35 (26.54689, -80.03703) swimming north. Found again at 12:10, feeding and heading north.",,OR 12/10/24,0,0
,2024,July,7/10/2024,178,FMP Survey,,Yes,Male,Immature,Normal,26.558780,-80.039440,10:16,10,3.05,83.9,28.83,,,Sand,9,,Field Estimation,109,1,Feeding,Near Surface,No,None,Flood,No,BBI,1.6,BBI,1.6,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,Yes,No,No,Yes,Yes,,"Found Manta 178 at 10:16 originally traveling south. Manta intermittently feeding near the surface. Manta scared guitarfish out of hiding. BT got biopsy on left side (#32). Left 10:40 (26.5677	-80.03769). Found again at 12:01 (26.57809	-80.03724), left 12:05.",,OR 12/10/24,0,0
,2024,July,7/15/2024,191,FMP Survey,,Yes,Female,Unknown,Normal,26.498410,-80.044880,9:28,31.4,9.57,84.1,28.99,,,Sand,,2.2,Laser Photogrammetry,40,1,Traveling,,,North,Ebb,No,BBI,4.9,BBI,4.9,BBI,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Unknown,Recent,,,No,No,No,No,No,Yes,Yes,,"Found Manta 191 at 9:28 looking offshore- originally traveling northeast. BT in, manta flipped upside down for ~10 minutes, measured with lasers. BT attempted biopsy but manta too skittish. Left manta at 10:08 (26.5092,-80.04249).",,OR 12/10/24,0,1
,2024,July,7/15/2024,169,FMP Survey,,Yes,Male,Immature,Normal,26.674090,-80.032540,10:48,12.1,3.68,85.1,29.5,,,Sand,9,,Field Estimation,27,2,Traveling,,,South,Flood,No,LWI,10.6,LWI,7.2,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 169 at 10:48 without drone (in PBI airspace) traveling south. Could still see biopsy injury on the left.  Left Manta at 11:15 (26.66086,-80.03547).",,OR 12/10/24,0,0
,2024,July,7/17/2024,192,FMP Survey,,Yes,Male,Immature,Normal,27.023230,-80.094060,8:38,4.2,1.28,83.4,28.55,,,Sand,,2.6,Drone Estimation,27,1,Feeding,Bottom,No,North,Ebb,No,JI,9.3,JI,9.3,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 192 at 8:38 feeding in shore in very shallow water (~3 ft).  After a few ID attempts manta ceased feeding and went east. Estimated DW at 7.5ft.  Left matna at 9:05 at 27.03553 , -80.09658. Manta mostly traveling north throughout encounter. **Unsure about drone measurement. Want to double check it.",,OR 12/10/24,0,1
,2024,July,7/17/2024,191,FMP Survey,,Yes,Female,Unknown,Normal,27.058240,-80.107130,9:13,10.8,3.29,84,28.88,,,Sand,,2.6,Drone Estimation,7,1,Traveling,,,South,Ebb,No,Seminole Shores,12.3,SLI,12.3,SLI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 191 traveling south at 9:13. Manta skittish. Estimated DW at 7ft. Left Manta at 9:20 (27.05736,-80.10609).",,OR 12/10/24,0,1
,2024,July,7/17/2024,189,FMP Survey,,Yes,Male,Immature,Normal,26.943250,-80.065470,11:26,9.4,2.86,86.2,30.11,,,Sand,8.5,,Field Estimation,38,2,Feeding,Sub-Surface,,None,Low,Yes,JI,0.5,JI,0.5,JI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 189 feeding just east of sandbar at JI at 11:26. In difficult area to get ID shot. BT got dorsal and ventral shot, estimated disc width 8-9 ft. Feeding entire encounter. Left at 12:04 (26.94549,-80.06621).",,OR 12/11/24,0,1
,2024,July,7/23/2024,177,FMP Survey,,Yes,Male,Immature,Normal,26.634070,-80.034600,8:25,13.3,4.05,83.7,28.72,,,Sand,,2.4,Laser Photogrammetry,120,1,Feeding,Bottom,No,None,Flood,No,LWP,10.2,BBI,2.5,LWP,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Fishing Line,Healed,Yes,,No,No,No,No,No,Yes,Yes,,"Found Manta 177 at 8:25 feeding on bottom. Manta very avoidant before we got in water. Once in deeper water, flipped over and chilled for ~10 minutes. Feeding in same area with Manta 188. Left both at 10:25 still feeding. Deep laceration to trailing edge of right pectoral fin- looks like it has been healing. Also scar on bottom jaw- both injuries likely from fishing line. Estimated DW as 8 ft.",,OR 12/11/24,0,0
,2024,July,7/23/2024,188,FMP Survey,,Yes,Male,Immature,Normal,26.633860,-80.034770,9:21,13.5,4.11,83.8,28.77,,,Sand,,2.7,Drone Estimation,64,1,Feeding,Bottom,No,None,High,No,LWP,10.1,BBI,2.4,LWP,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 188 at 9:21 feeding on bottom in same area as Manta 177. Avoidant of divers, but would resume feeding when we got out of the water. Left two feeding mantas at 10:25. Estimated DW at 8 ft.",,OR 12/11/24,0,1
,2024,July,7/23/2024,174,FMP Survey,,Yes,Male,Immature,Normal,26.570460,-80.035590,10:50,18.1,5.51,84.2,29,,,Sand,8,,Field Estimation,16,2,Unclear,,,None,Flood,No,BBI,3,BBI,3,BBI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 174 at 10:50, behavior unclear. Took OR a few tries to get ID shot, but manta not super skittish. Estimated DW at 8 ft. Left Manta at 11:06.",,OR 12/11/24,0,0
,2024,July,7/26/2024,193,FMP Survey,,Yes,Male,Immature,Normal,26.856110,-80.043070,8:14,12.1,3.6,85.3,29.6,,,Sand,,2.4,Drone Estimation,251,2,Feeding,Bottom,No,South,Flood,No,LWI,9.7,LWI,4.2,JBP,No,No,N/A,N/A,N/A,Yes,Pectoral Fin,Fishing Line,Recent,No,,No,No,Yes,No,No,Yes,Yes,,"Found Manta 193 at 8:14 feeding on the bottom swimming south. BT got ID on first try. Manta pretty relaxed, BT measured with lasers. Biopsy on left side (vial #35). Left manta feeding at 8:44. Estimated DW as 8-9 ft. Injuires to right and left trailing edge of pectoral fins from fishing line. Found manta again at 12:25 in same area (26.86217,-80.0448).",,OR 12/11/24,0,0
,2024,July,7/26/2024,169,FMP Survey,Nudibranch,Yes,Male,Immature,Normal,26.775210,-80.029120,12:55,16.9,5.15,85.6,30.33,,,Sand,7.5,,Field Estimation,40,2,Traveling,,,North,High,Yes,LWI,0.3,LWI,0.3,LWI,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,Found Manta 169 at 12:55 without drone just north of LWI while running back to marina. Manta traveling north. Manta mostly traveling on bottom and pretty chill. Left at 13:35 going NE in 35 ft of water. DW estimated at 7-8 ft.,,OR 12/11/24,0,1
,2024,July,7/28/2024,174,FMP Survey,,Yes,Male,Immature,Normal,26.616970,-80.033600,8:15,7.4,2.26,85.4,29.7,,,Sand,9,,Field Estimation,231,1,Unclear,,,North,Low,No,LWP,8.1,BBI,0.5,LWP,Yes,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 174 at 8:15 swimming south, but behavior unclear. Manta is avoidant but not super skittish. Left at 8:41 swimming north. Found again at 11:54 2km north of first sighting (26.635726, -80.035341). When first found not feeding, but then was feeding when JP got in on sandbar. JP didn't get ID shot but saw it was same manta from before. Left at 12:06 going east. DW estimated at 9 ft.",,OR 12/11/24,0,1
,2024,July,7/29/2024,194,FMP Survey,,Yes,,,Normal,26.709030,-80.029070,9:27,14.6,4.45,84,28.9,,,Sand,,2.4,Drone Estimation,51,1,Feeding,Sub-Surface,No,None,Low,No,LWI,6.9,LWI,6.9,LWI,No,No,N/A,N/A,N/A,No,N/A,N/A,N/A,,,No,No,No,No,No,Yes,Yes,,"Found Manta 194 at 9:27. At beginning of encounter was sub-surface feeding, but also observed bottom feeding over sandbar. Then fled north away from divers. Very avoidant and reactive. Left manta at 10:18 going east. Very dark manta. DW estimated to be 8 ft.",,OR 12/11/24,0,0
